4	 1:1.29555351464296	 2:1.00801223843533	 3:-.843995532216004	 4:-.80470640575722	 5:.593962222236474	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.184418371785411	 2:-.107482572974372	 3:-1.03732221840529	 4:.236203104818871	 5:-1.85136428292355	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
12	 1:-.924404314999601	 2:-.29339837487599	 3:-1.89985666448058	 4:1.32590524870321	 5:-.691172875365874	 6:.244164270782663	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
1	 1:-.554411343392506	 2:-1.03706158248246	 3:1.08927132967688	 4:-1.04866957229849	 5:-.691172875365874	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-1.15050349539113	 13:-.105304810091389	 14:1.35604013955401
17	 1:.185574599821683	 2:.45026483273048	 3:1.13388518033595	 4:5.72967826886054E-02	 5:1.04018968668173	 6:-1.64750053931748	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:1.47246368708651	 12:-.332214120909388	 13:-.105304810091389	 14:1.01401242262132
19	 1:.925560543035873	 2:1.56575964414018	 3:.732360524404354	 4:.78918628231242	 5:-.137850819453751	 6:1.09541343532772	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-.240089206131876
18	 1:-.184418371785411	 2:-.107482572974372	 3:.910815927040621	 4:-1.11372641670949	 5:1.05803878525954	 6:.376580807489673	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:1.81207709546426
17	 1:.925560543035873	 2:.822096436533715	 3:1.31234058297222	 4:1.65118947075824	 5:-1.19094763554456	 6:-1.26916757729745	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:-1.03815387897482
7	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.843995532216004	 4:1.00062102664818	 5:1.34362436250451	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
11	 1:.185574599821683	 2:-.29339837487599	 3:-.62092627892067	 4:.805450493415171	 5:.647509517969905	 6:1.05758013912572	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:-.240089206131876
9	 1:-.369414857588959	 2:.45026483273048	 3:-.918351949981116	 4:1.01688523775094	 5:1.55781354543823	 6:-1.26916757729745	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
1	 1:-.739407829196054	 2:-.851145780580843	 3:1.11901389678293	 4:-1.19504747222325	 5:.986642390948303	 6:-.644918189964404	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
10	 1:5.78114018136053E-04	 2:-.665229978679225	 3:.985172344805733	 4:1.14699892657295	 5:1.8433991226832	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:.557975466711068
1	 1:-.924404314999601	 2:-.29339837487599	 3:-2.37573773817729	 4:-1.26010431663426	 5:5.84892649021625E-02	 6:1.20891332393373	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:-3.60775212818317	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
9	 1:.370571085625231	 2:.45026483273048	 3:1.31234058297222	 4:1.17952734877845	 5:-.387738199543097	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.554411343392506	 2:-.479314176777608	 3:-1.02245093485227	 4:-.983612727887486	 5:.576113123658664	 6:-.682751486166407	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.332214120909388	 13:-.105304810091389	 14:-1.03815387897482
3	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:.910815927040621	 4:.707865226798663	 5:.344074842147129	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
1	 1:1.11055702883942	 2:1.37984384223856	 3:-.278886757201158	 4:-.105345328338908	 5:.165583856369024	 6:1.81424606316578	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-1.03815387897482
2	 1:-.739407829196054	 2:-.29339837487599	 3:.643132823086221	 4:1.53733999303898	 5:-1.79781698719011	 6:1.53049634165076	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
11	 1:-.554411343392506	 2:-1.22297738438407	 3:1.55028111982057	 4:1.48854735973073	 5:-.334190903809666	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
13	 1:-.739407829196054	 2:-.665229978679225	 3:-.769639114450893	 4:.707865226798663	 5:1.36147346108232	 6:1.36024650874174	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:9.52256354112135	 14:.329956988755941
3	 1:-.739407829196054	 2:-1.03706158248246	 3:-.293758040754181	 4:.707865226798663	 5:-.994607551188651	 6:-1.43941741020646	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
5	 1:-.739407829196054	 2:-.665229978679225	 3:-1.26039147170062	 4:.78918628231242	 5:-1.70857149430106	 6:-1.51508400261047	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
9	 1:.555567571428778	 2:1.00801223843533	 3:-.35324317496627	 4:-1.53659590538103	 5:-.566229185321201	 6:1.07649678722672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:-.241293079300305	 13:-.105304810091389	 14:-1.03815387897482
17	 1:.555567571428778	 2:.636180634632098	 3:1.46105341850244	 4:-1.01614115009298	 5:.201282053524645	 6:.641413880903693	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
9	 1:1.11055702883942	 2:.822096436533715	 3:-.918351949981116	 4:-1.1787832611205	 5:-6.64544251425102E-02	 6:-3.95854507323581E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
9	 1:1.66554648625006	 2:1.37984384223856	 3:.583647688874132	 4:-1.2438401055315	 5:.326225743569318	 6:-.247668579843373	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:-1.03815387897482
17	 1:.555567571428778	 2:7.84332289272449E-02	 3:.97030106125271	 4:-.544479028113197	 5:1.48641715112699	 6:1.15216337963073	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.514056204127554	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.739407829196054	 2:-.851145780580843	 3:1.47592470205546	 4:.301259949229877	 5:-.994607551188651	 6:-1.40158411400446	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
14	 1:.185574599821683	 2:-.107482572974372	 3:-.829124248662982	 4:-.788442194654469	 5:1.70060633406071	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.924404314999601	 2:-1.59480898818731	 3:-1.79575767960942	 4:1.14699892657295	 5:-1.45868411421172	 6:1.34132986064074	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:.198813764433104	 10:1.05538484433444	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.557975466711068
14	 1:.370571085625231	 2:-.107482572974372	 3:.895944643487599	 4:.5614873268739	 5:-.798267466832736	 6:.33874751128767	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.604977245736637	 13:-.105304810091389	 14:.557975466711068
4	 1:1.29555351464296	 2:.636180634632098	 3:-.650668846026715	 4:-.983612727887486	 5:-1.70857149430106	 6:1.45482974924675	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:2.547358471243	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
16	 1:-.184418371785411	 2:7.84332289272449E-02	 3:1.58002368692662	 4:-1.2438401055315	 5:.950944193792682	 6:.527913992297685	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.758838378399608	 13:-.105304810091389	 14:-.240089206131876
17	 1:1.29555351464296	 2:1.37984384223856	 3:1.07440004612386	 4:-1.30889694994251	 5:-.191398115187183	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
16	 1:-.924404314999601	 2:-.107482572974372	 3:-1.63217356052618	 4:.90303576003168	 5:-1.28019312843361	 6:1.07649678722672	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:.833241413202483	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
3	 1:5.78114018136053E-04	 2:-.29339837487599	 3:1.31234058297222	 4:1.32590524870321	 5:.290527546413697	 6:-1.17458433679244	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.01401242262132
7	 1:5.78114018136053E-04	 2:-.29339837487599	 3:1.19337031454804	 4:1.26084840429221	 5:-1.70857149430106	 6:-1.23133428109544	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:-1.03815387897482
7	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:-.873738099322049	 4:-1.11372641670949	 5:-.994607551188651	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
17	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.843995532216004	 4:.837978915620674	 5:.326225743569318	 6:.641413880903693	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-2.67454922293695	 11:-.716259742250555	 12:.122391087136026	 13:-.105304810091389	 14:.329956988755941
3	 1:.925560543035873	 2:.822096436533715	 3:-1.15629248682947	 4:-1.04866957229849	 5:.986642390948303	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:.557975466711068
14	 1:-.554411343392506	 2:-1.03706158248246	 3:.762103091510399	 4:1.35843367090872	 5:.272678447835887	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:4.00537965704938	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.6980678564867
7	 1:-.184418371785411	 2:.264349030828862	 3:-1.08193606906436	 4:-1.60165274979204	 5:.915245996637062	 6:1.22782997203473	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
5	 1:-.739407829196054	 2:-.851145780580843	 3:.732360524404354	 4:1.17952734877845	 5:.344074842147129	 6:.244164270782663	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
1	 1:-.739407829196054	 2:-.665229978679225	 3:-.725025263791826	 4:.333788371435379	 5:-.691172875365874	 6:-1.23133428109544	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.47004937853157
9	 1:5.78114018136053E-04	 2:7.84332289272449E-02	 3:-.977837084193205	 4:.577751537976651	 5:.736755010858957	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-1.03815387897482
15	 1:-.739407829196054	 2:-.665229978679225	 3:1.17849903099502	 4:1.27711261539496	 5:.236980250680266	 6:.925163602418715	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
4	 1:-.554411343392506	 2:.264349030828862	 3:-.888609382875071	 4:-.609535872524203	 5:-.798267466832736	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
2	 1:.740564057232326	 2:.264349030828862	 3:-.754767830897871	 4:.138617838202362	 5:.593962222236474	 6:.263080918883664	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:4.03933209815156	 11:-.716259742250555	 12:.576996295181442	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.924404314999601	 2:-.665229978679225	 3:-1.3793617401248	 4:.90303576003168	 5:-.209247213764993	 6:-.380085116550383	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:.198813764433104	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
12	 1:-.554411343392506	 2:.636180634632098	 3:-1.30500532235969	 4:-.414365339291186	 5:.593962222236474	 6:-.247668579843373	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:-.332214120909388	 13:-.105304810091389	 14:-1.03815387897482
17	 1:-.924404314999601	 2:-.479314176777608	 3:-3.13417319938143	 4:-1.48780327207278	 5:1.11158608099297	 6:.508997344196683	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
19	 1:.370571085625231	 2:7.84332289272449E-02	 3:-1.02245093485227	 4:-.251723228263671	 5:-.994607551188651	 6:-.890834615277422	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.786819328954803	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.369414857588959	 2:-.29339837487599	 3:-1.23064890459458	 4:-1.19504747222325	 5:1.46856805254918	 6:-1.70425048362048	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-1.18257559602839	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-.468107684087004
5	 1:-.184418371785411	 2:-.29339837487599	 3:-.977837084193205	 4:-1.211311683326	 5:-.137850819453751	 6:-.947584559580427	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.696126162042131
16	 1:-.184418371785411	 2:.45026483273048	 3:.107766615177419	 4:1.14699892657295	 5:-1.53008050852296	 6:-1.42050076210546	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-1.03815387897482
9	 1:.370571085625231	 2:.636180634632098	 3:-.739896547344849	 4:.659072593490408	 5:.522565827925233	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.58405861750914
19	 1:-.739407829196054	 2:7.84332289272449E-02	 3:-1.03732221840529	 4:-.251723228263671	 5:-1.01245664976646	 6:-1.08000109628743	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.58405861750914
12	 1:-.739407829196054	 2:-.29339837487599	 3:-1.15629248682947	 4:-1.16251905001775	 5:1.34362436250451	 6:-1.08000109628743	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:2.547358471243	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
1	 1:-.924404314999601	 2:-.29339837487599	 3:-2.27163875330614	 4:.78918628231242	 5:1.34362436250451	 6:.584663936600689	 7:4.76086184144955	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:.378101972417978	 12:-5.94509960821391E-02	 13:-.105304810091389	 14:.329956988755941
9	 1:-.739407829196054	 2:-.479314176777608	 3:.301093301366709	 4:.577751537976651	 5:-1.31589132558923	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:1.35604013955401
2	 1:-.184418371785411	 2:-.479314176777608	 3:-.784510398003915	 4:-.609535872524203	 5:-.798267466832736	 6:.584663936600689	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
14	 1:2.96052188687489	 2:2.68125445554989	 3:-.962965800640182	 4:-.446893761496689	 5:-1.45868411421172	 6:-.682751486166407	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:2.73652435951062	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-1.03815387897482
9	 1:-.739407829196054	 2:-.665229978679225	 3:-.918351949981116	 4:.707865226798663	 5:.326225743569318	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.696126162042131
18	 1:-.369414857588959	 2:-.479314176777608	 3:.910815927040621	 4:-1.16251905001775	 5:.504716729347422	 6:-1.70425048362048	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-.240089206131876
5	 1:-.739407829196054	 2:-.851145780580843	 3:-.204530339436047	 4:1.29337682649771	 5:-1.31589132558923	 6:-.417918412752386	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
7	 1:-.184418371785411	 2:-.479314176777608	 3:-.843995532216004	 4:-1.12999062781224	 5:1.04018968668173	 6:.565747288499687	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:-.436588782574117	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-1.03815387897482
14	 1:-.184418371785411	 2:-.479314176777608	 3:-.397857025625337	 4:.90303576003168	 5:4.06401663243521E-02	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.81207709546426
4	 1:-.739407829196054	 2:-1.40889318628569	 3:-.843995532216004	 4:.284995738127125	 5:-1.01245664976646	 6:1.13324673152973	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:2.04009557341939
17	 1:-.739407829196054	 2:-.479314176777608	 3:.97030106125271	 4:.154882049305114	 5:-.137850819453751	 6:-.796251374772415	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-2.67454922293695	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:.329956988755941
14	 1:3.70050783008908	 2:3.05308605935312	 3:.717489240851332	 4:.252467315921622	 5:-1.10170214265551	 6:-.98541785578243	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.758838378399608	 13:-.105304810091389	 14:-.240089206131876
4	 1:-.369414857588959	 2:-.665229978679225	 3:1.17849903099502	 4:-1.11372641670949	 5:.647509517969905	 6:-.436835060853388	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.184418371785411	 2:-.479314176777608	 3:1.17849903099502	 4:-1.09746220560674	 5:-.137850819453751	 6:7.39144378736505E-02	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.69589828734572	 13:-.105304810091389	 14:-.696126162042131
4	 1:-.554411343392506	 2:-.665229978679225	 3:.301093301366709	 4:-1.26010431663426	 5:.254829349258077	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:.758838378399608	 13:-.105304810091389	 14:1.81207709546426
19	 1:-.369414857588959	 2:-.479314176777608	 3:-.843995532216004	 4:-.999876938990238	 5:-1.19094763554456	 6:.357664159388672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.758838378399608	 13:-.105304810091389	 14:1.01401242262132
3	 1:-.554411343392506	 2:1.7516754460418	 3:-.189659055883025	 4:1.60239683744999	 5:-1.31589132558923	 6:1.28457991633774	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:-.240089206131876
17	 1:.370571085625231	 2:7.84332289272449E-02	 3:-.338371891413247	 4:.772922071209668	 5:.986642390948303	 6:1.34132986064074	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
15	 1:-.739407829196054	 2:-.107482572974372	 3:-.977837084193205	 4:-.170402172749914	 5:.540414926503043	 6:1.36024650874174	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
14	 1:1.48055000044651	 2:1.00801223843533	 3:1.17849903099502	 4:-1.09746220560674	 5:.272678447835887	 6:1.68182952645877	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:1.05538484433444	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
16	 1:-.739407829196054	 2:-1.03706158248246	 3:.717489240851332	 4:.90303576003168	 5:-1.01245664976646	 6:-.928667911479425	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
3	 1:5.78114018136053E-04	 2:-.665229978679225	 3:1.08927132967688	 4:1.03314944885369	 5:1.64705903832728	 6:1.07649678722672	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:.213312128745109	 13:-.105304810091389	 14:-.240089206131876
17	 1:.185574599821683	 2:.45026483273048	 3:-.843995532216004	 4:.268731527024374	 5:-1.19094763554456	 6:1.13324673152973	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:-.240089206131876
17	 1:-.739407829196054	 2:-.851145780580843	 3:-1.12036532467582E-02	 4:1.01688523775094	 5:.593962222236474	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-.240089206131876
9	 1:5.78114018136053E-04	 2:-.29339837487599	 3:-.546569861155559	 4:-.105345328338908	 5:1.25437886961545	 6:-1.19350098489344	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:4.78531891160584	 11:-.716259742250555	 12:-.968661412172969	 13:-.105304810091389	 14:1.35604013955401
7	 1:-.369414857588959	 2:-.479314176777608	 3:-.368114458519292	 4:.90303576003168	 5:-1.06600394549989	 6:-.966501207681428	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:1.46766906197186	 10:1.05538484433444	 11:-.716259742250555	 12:.849759420008691	 13:-.105304810091389	 14:-1.03815387897482
18	 1:1.11055702883942	 2:.822096436533715	 3:.747231807957377	 4:-1.43901063876452	 5:.790302306592389	 6:1.22782997203473	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:-.716259742250555	 12:-.423135162518471	 13:-.105304810091389	 14:2.26811405137452
5	 1:-.739407829196054	 2:-.851145780580843	 3:1.52053855271453	 4:-1.08119799450399	 5:-1.01245664976646	 6:1.49266304544875	 7:-.210019747116933	 8:-2.23648741064378E-02	 9:-.435613884336275	 10:-.436588782574117	 11:1.47246368708651	 12:1.39528566966318	 13:-.105304810091389	 14:-1.03815387897482
